# RESUMO DAS ESTATÍSTICAS GERAIS DA ANÁLISE DIPLOMÁTICA MRE BRASIL-CHINA
# Total de Notas Analisadas;2040
# Total de Notas Selecionadas (Relevantes);45
# Total de Notas Descartadas (Superficiais/Irrelevantes);1995

ID;Título;Data;Status de Seleção;Temática Central;Justificativa do Descarte;Revisão Necessária;Detalhes da Revisão
1562;Eleição do Brasil para o Conselho de Auditores das Nações Unidas;03/11/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1563;Encerramento da presidência brasileira do Conselho de Segurança das Nações Unidas;01/11/2023;Descartada;N/A;Encerramento da presidência brasileira do CSNU.;Não;
1564;Seminário “Uma Nova Agenda de Infraestrutura para a América do Sul”;01/11/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1565;Reunião Plenária do Regime de Controle de Tecnologia de Misseis (MTCR) - Rio de Janeiro, 30/10-3/11/2023;01/11/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1566;Reabertura do mercado japonês a produtos avícolas do Mato Grosso do Sul – Nota Conjunta MRE-MAPA;01/11/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1567;Repatriação de brasileiros da Faixa de Gaza;01/11/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1568;Repatriação de brasileiros da Cisjordânia;01/11/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1569;Escolha do Rio de Janeiro (RJ) e de Penedo (AL) para a Rede de Cidades Criativas da UNESCO;31/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1570;Intervenção do Ministro Mauro Vieira no briefing anual do Alto Comissário das Nações Unidas para Refugiados no CSNU;31/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1571;Abertura de mercado de alimentos para animais de companhia no Marrocos – Nota Conjunta MRE-MAPA;31/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1572;Abertura do mercado no México para material genético equino – Nota Conjunta MRE-MAPA;31/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1573;Intervenção do Ministro Mauro Vieira em sessão emergencial do Conselho de Segurança da ONU sobre situação na Faixa de Gaza;30/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1574;Concessão de agrément ao Embaixador designado do Irã no Brasil;30/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1575;Doação de alimentos para Gaza;30/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1576;Aprovação de resolução da Assembleia Geral das Nações Unidas sobre o conflito israelo-palestino;27/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1577;Falecimento do ex-primeiro-ministro da República Popular da China, Li Keqiang;27/10/2023;Descartada;N/A;Nota de condolências oficiais pelo falecimento do ex-primeiro-ministro Li Keqiang.;Sim;Nota protocolar de pesar por ex-chefe de governo chinês.
1578;Concessão de agrément ao Embaixador designado da Sérvia no Brasil;27/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1579;Passagem do furacão Otis pelo estado mexicano de Guerrero;27/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1580;Concessão de agrément à Embaixadora designada de Timor-Leste no Brasil;26/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1581;Brasil obtém acordo de “pre-listing” com Cuba – Nota conjunta MRE - MAPA;26/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1582;Apresentação de resultados do Programa de Estudantes-Convênio de Graduação (PEC-G);26/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1583;Pronunciamento do Ministro Mauro Vieira por ocasião das cerimônias de celebração dos 25 anos do Acordo de Paz de Brasília entre Equador e Peru;26/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1584;Debate Aberto do Conselho de Segurança sobre Mulheres, Paz e Segurança;25/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1585;Mesa Redonda de Altas Autoridades Sul-Americanas sobre Financiamento ao Desenvolvimento - 25 de outubro de 2023;25/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1586;Intervenção do Ministro Mauro Vieira no debate do Conselho de Segurança da ONU sobre Mulheres, Paz e Segurança - Nova York, 25 de outubro de 2023;25/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1587;Debate aberto de Alto Nível do Conselho de Segurança sobre a situação no Oriente Médio – Nova York, 24 de outubro de 2023;24/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1588;Situação em Israel e na Palestina. Repatriação de brasileiros.;24/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1589;Intervenção do Ministro Mauro Vieira no debate do Conselho de Segurança sobre a Questão do Oriente Médio - Nova York, 24 de outubro de 2023;24/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1590;Situação em Israel e na Palestina. Repatriação de brasileiros.;23/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1591;Situação em Israel e na Palestina. Repatriação de brasileiros.;22/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1592;Situação em Israel e na Palestina. Repatriação de brasileiros.;21/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1593;Participação do Ministro Mauro Vieira na Cúpula de Paz do Cairo – 21 de outubro de 2023;21/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1594;Acordos de Barbados sobre o diálogo político na Venezuela;21/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1595;Intervenção do Ministro Mauro Vieira durante a Cúpula da Paz do Cairo – 21 de outubro de 2023;21/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1596;Visita da Corte Interamericana de Direitos Humanos ao Brasil  - 23 a 27 de outubro de 2023;20/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1597;Situação em Israel e na Palestina. Repatriação de brasileiros.;20/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1598;Situação em Israel e na Palestina. Repatriação de brasileiros.;19/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1599;Renovação das sanções referentes ao Haiti - 19 de outubro de 2023;19/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1600;Situação em Israel e na Palestina. Repatriação de brasileiros.;18/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1601;Declaração do Representante Permanente do Brasil junto às Nações Unidas sobre a proposta de resolução S/2023/773, sobre a crise israelo-palestina;18/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1602;Votação do projeto de resolução do Conselho de Segurança das Nações Unidas sobre o conflito israelo-palestino.;18/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1603;Primeira Reunião Global da Coalizão para a Alimentação Escolar - Paris, 18 a 19 de outubro de 2023;18/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1604;Bombardeio de hospital em Gaza;18/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1605;Situação em Israel e na Palestina. Repatriação de brasileiros.;17/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1606;Concessão de agrément à Embaixadora designada do Brasil em Trinidad e Tobago;16/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1607;Declaração Ministerial Conjunta do BASIC sobre Mudança do Clima;16/10/2023;Selecionada;Mudança do Clima e Diplomacia Multilateral (Declaração Ministerial Conjunta do BASIC);N/A;Não;
1608;Situação em Israel e na Palestina. Repatriação de brasileiros.;16/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1609;Eleição presidencial no Equador;16/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1610;Situação em Israel e na Palestina. Repatriação de brasileiros.;15/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1611;Situação em Israel e na Palestina. Repatriação de brasileiros.;14/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1612;Declaração do Ministro Mauro Vieira ao final da sessão do Conselho de Segurança da ONU sobre a situação em Israel e na Palestina- Nova York,13/10/2023;13/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1613;Situação em Israel e na Palestina. Repatriação de brasileiros.;13/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1614;Morte de cidadã brasileira em Israel;13/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1615;Morte de agentes humanitários da Cruz Vermelha na Faixa de Gaza;12/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1616;Situação em Israel e na Palestina. Repatriação de brasileiros.;12/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1617;Argélia abre mercado para carne de frango brasileira;12/10/2023;Descartada;N/A;Argélia abre mercado para frango brasileiro.;Não;
1618;Morte de funcionários da UNRWA em Gaza;11/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1619;Participação do Ministro Mauro Vieira em reunião do Conselho de Segurança das Nações Unidas;11/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1620;Situação em Israel e na Palestina. Repatriação de brasileiros;11/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1621;Visita oficial do Ministro Mauro Vieira ao Reino do Camboja - 11 de outubro;11/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1622;Visita oficial do Ministro Mauro Vieira à Indonésia - 9 de outubro de 2023;11/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1623;Comunicado conjunto por ocasião da visita ao Brasil da Ministra dos Negócios Estrangeiros da Noruega, Anniken Huitfeldt;10/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1624;Morte de cidadã brasileira em Israel;10/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1625;Situação em Israel e na Palestina. Primeiro voo de repatriação e situação dos brasileiros.;10/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1626;Visita ao Brasil da Ministra dos Negócios Estrangeiros da Noruega, Anniken Huitfeldt - Rio de Janeiro e Brasília, 8 a 11 de outubro de 2023;10/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1627;Eleição do Brasil ao Conselho de Direitos Humanos (CDH);10/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1628;Falecimento de cidadão brasileiro em Israel;10/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1629;Reunião do Conselho de Segurança sobre os ataques a Kharkiv, na Ucrânia;09/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1630;Situação em Israel e na Palestina. Atendimento a brasileiros.;09/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1631;Reunião do Conselho de Segurança sobre o conflito israelo-palestino;09/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1632;Situação em Israel e na Palestina - Situação dos brasileiros;08/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1633;Terremoto no Afeganistão;08/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1634;Situação em Israel e na Palestina. Repatriação de brasileiros.;08/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1635;Situação em Israel e na Faixa de Gaza: atendimento a brasileiros;07/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1636;Ataques em território israelense;07/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1637;Visita oficial do Ministro Mauro Vieira a países-membros da ASEAN – 9 a 13 de outubro de 2023;06/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1638;Reunião Consultiva Conjunta entre o Conselho de Segurança da ONU e o Conselho de Paz e Segurança da União Africana – Adis Abeba, 6 de outubro de 2023;06/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1639;Visita ao Brasil do Ministro dos Negócios Estrangeiros da República do Congo, Jean-Claude Gakosso;06/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1640;Implementação do Ponto 7 do Consenso de Brasília - Mapa do Caminho para a Integração da América do Sul;06/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1641;Atentado terrorista na Academia Militar de Homs, na Síria, em 05/10/2023;05/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1642;Atos assinados por ocasião da visita do Ministro dos Negócios Estrangeiros de Ruanda - Brasília, 5 de outubro de 2023;05/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1643;Adesão do Brasil à “Equal Rights Coalition” (Coalizão pelos Direitos Iguais);04/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1644;Nomeação do Rio de Janeiro como Capital Mundial do Livro da UNESCO 2025;04/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1645;Visita do Ministro dos Negócios Estrangeiros de Ruanda, Vincent Biruta;04/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1646;Projeto de atualização do acervo artístico do Palácio Itamaraty;04/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1647;Visita do Ministro dos Negócios Estrangeiros dos Emirados Árabes Unidos, Xeique Abdullah Bin Zayed Al Nahyan, a Brasília;03/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1648;Envio de Missão Multinacional ao Haiti;02/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1649;Garantia do processo de transição na Guatemala;02/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1650;Conclusão e arquivamento do caso Ximenes Lopes vs. Brasil perante a Corte Interamericana de Direitos Humanos;02/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1651;Atentado na Turquia;01/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1652;Presidência brasileira do Conselho de Segurança das Nações Unidas - outubro de 2023;01/10/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1653;Atentados no Paquistão;29/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1654;Chile abre mercado para mamão fresco brasileiro – Nota conjunta Mapa-MRE;29/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1655;Declaração Conjunta sobre a Reunião do Mecanismo Bilateral de Consulta e Coordenação na Área de Defesa e Segurança Brasil-Argentina - Edição 2023;28/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1656;Medidas do Brasil junto ao Comitê da Agricultura da OMC a respeito da lei antidesmatamento da UE;28/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1657;Concessão de agrément ao Embaixador designado do Kuwait no Brasil;28/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1658;Situação em Nagorno-Karabakh;27/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1659;Reunião especial do Comitê Intergovernamental da Hidrovia Paraguai-Paraná (CIH) sobre a cobrança de pedágio, pela Argentina, em trecho do Rio Paraná;27/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1660;Nota Conjunta dos governos de Brasil e Bolívia sobre a Construção de uma Ponte Internacional sobre o Rio Mamoré – 27 de setembro de 2023;27/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1661;Recondução de Rafael Grossi à Direção-Geral da Agência Internacional de Energia Atômica;26/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1662;Portaria Interministerial para concessão de visto temporário e de autorização de residência para fins de acolhida humanitária para nacionais afegãos;26/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1663;Concessão de agrément à Embaixadora designada do Botsuana no Brasil;26/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1664;Comunicado conjunto por ocasião da visita do Primeiro-Ministro do Vietnã, Pham Minh Chính - Brasília, 25 de setembro de 2023;25/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1665;Atos assinados por ocasião da visita do Primeiro-Ministro do Vietnã ao Brasil - 25 de setembro de 2023;25/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1666;Falecimento do ex-presidente da Itália, Giorgio Napolitano;23/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1667;Declaração Ministerial da 47ª reunião anual do G77 - Nova York, 22 de setembro de 2023;23/09/2023;Descartada;N/A;"Declaração da 47ª reunião do G77/China; menção ao nome formal do grupo multilateral.";Não;
1668;Visita ao Brasil do Primeiro-Ministro da República Socialista do Vietnã, Pham Minh Chính;22/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1669;11ª Reunião da Comissão Ministerial Trilateral do Fórum de Diálogo Índia-Brasil-África do Sul (IBAS) - Nova York, 22 de setembro de 2023;22/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1670;Intervenção do Ministro Mauro Vieira na Reunião Ministerial do G-77 - Nova York, 22 de setembro de 2023;22/09/2023;Descartada;N/A;Intervenção de Mauro Vieira no G77 em Nova York.;Não;
1671;Assinatura do acordo sobre conservação e uso sustentável da biodiversidade marinha em áreas além da jurisdição nacional (BBNJ);21/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1672;Segunda reunião do Grupo de Contato de chanceleres sul-americanos - Nova York, 21 de setembro de 2023;21/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1673;Comunicado Conjunto da Reunião Ministerial do G4 – Nova York, 21 de setembro de 2023;21/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1674;Declaração conjunta por ocasião da reunião ministerial do L.69 - Nova York, 21 de setembro de 2023;21/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1675;Reunião de Chanceleres do BRICS à margem da 78ª Sessão da Assembleia Geral das Nações Unidas – Comunicado Conjunto – Nova York, 20 de setembro de 2023;20/09/2023;Selecionada;Cooperação Multilateral no BRICS e Política Internacional;N/A;Sim;Comunicado conjunto de chanceleres do BRICS à margem da AGNU.
1676;Concessão de agrément à Embaixadora designada do Brasil na Guiana;20/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1677;Abertura do mercado de bovinos vivos na Rússia e em países membros da UEEA  - Nota Conjunta MAPA-MRE;20/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1678;Declaração Conjunta Brasil-EUA sobre a Parceria pelo Direito dos Trabalhadores e Trabalhadoras;20/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1679;Situação em Nagorno-Karabakh;19/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1680;Concessão de agrément à Embaixadora designada do Egito no Brasil;19/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1681;Atos assinados durante a visita do Presidente da República, Luiz Inácio Lula da Silva, a Havana, por ocasião da Cúpula de Líderes do G77 + China;16/09/2023;Descartada;N/A;"Atos assinados em Havana na Cúpula do G77+China com Cuba e entes multilaterais; sem atos bilaterais Brasil-China.";Não;
1682;Declaração de Havana sobre “os desafios atuais para o desenvolvimento: o papel da ciência, da tecnologia e da inovação” (em inglês);16/09/2023;Descartada;N/A;"Declaração de Havana do G77+China; declaração multilateral do bloco.";Não;
1683;Participação do Brasil na 78ª Assembleia Geral das Nações Unidas;15/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1684;Visita do Presidente Luiz Inácio Lula da Silva a Cuba por ocasião da Cúpula do G 77 + China –  Havana, 15 e 16 de setembro de 2023;15/09/2023;Descartada;N/A;"Visita de Lula a Cuba por ocasião da Cúpula do G77+China; foco nas relações com Cuba e G77.";Não;
1685;Acidente com colaboradores da OIM em Roraima;13/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1686;Ato assinado por ocasião da visita do Diretor-Geral da FAO, Qu Dongyu – Brasília, 12 de setembro;12/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1687;Tempestades na Líbia;12/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1688;Visita ao Brasil do Diretor-Geral da FAO, Qu Dongyu – Brasília, 11 a 13 de setembro;11/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1689;Participação do Brasil nas cerimônias alusivas ao 50 anos do golpe de Estado no Chile;11/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1690;Comunicado sobre o Transporte Fluvial pela Hidrovia Paraguai-Paraná relativo às medidas restritivas de navegação impostas pela República Argentina;10/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1691;Comunicado conjunto por ocasião do encontro entre o Presidente do Brasil, Luiz Inácio Lula da Silva, e o Primeiro Ministro da Índia, Narendra Modi — Nova Delhi, 10 de setembro de 2023;10/09/2023;Descartada;N/A;"Comunicado conjunto Brasil-Índia; menção genérica ao G77 e BASIC.";Não;
1692;Falecimento de Domenico De Masi;09/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1693;Terremoto no Marrocos;09/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1694;Lançamento da Aliança Global para Biocombustíveis;09/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1695;Comunicado Conjunto Brasil-Índia-África do Sul-Estados Unidos — Nova Delhi, 9 de setembro de 2023;09/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1696;Declaração de Líderes do G20 de Nova Delhi - Nova Delhi, Índia - 9 e 10 de setembro de 2023;09/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1697;Carta de países em desenvolvimento a autoridades europeias sobre a entrada em vigor da chamada “lei antidesmatamento” da União Europeia;08/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1698;Atentados no Mali;08/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1699;Nova data para a retomada da exigência de vistos de visita para nacionais da Austrália, Canadá e Estados Unidos;06/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1700;Regulamentação do Acordo sobre a Mobilidade da Comunidade dos Países de Língua Portuguesa (CPLP);05/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1701;Situação na República Democrática do Congo;05/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1702;Conclusão do quarto ciclo da Mesa de Diálogos entre o Governo da República da Colômbia e o Exército de Libertação Nacional – ELN;04/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1703;Processo de transição na Guatemala;01/09/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1704;Abertura do mercado de Israel à carne de frango brasileira – Nota Conjunta MRE - MAPA;31/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1705;Incêndio em conjunto habitacional em Joanesburgo;31/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1706;Adesão do Brasil à Parceria Internacional para a Informação e a Democracia;31/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1707;Crise política no Gabão;30/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1708;Visita a Brasília do Ministro das Relações Exteriores do Paraguai - Brasília, 30 de agosto de 2023;29/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1709;Participação do Presidente Lula na 14ª Conferência de Chefes de Estado e de Governo da Comunidade dos Países de Língua Portuguesa (CPLP) – São Tomé, 27 de agosto de 2023;27/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1710;Declaração sobre o lema escolhido pela Presidência de São Tomé e Príncipe da CPLP: “Juventude e Sustentabilidade na CPLP” – São Tomé, 27 de agosto de 2023;27/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
1711;Declaração de São Tomé – 14ª Conferência de Chefes de Estado e de Governo da Comunidade dos Países de Língua Portuguesa (CPLP) – São Tomé, 27 de agosto de 2023;27/08/2023;Descartada;N/A;Ausência de menção à China ou a termos de relacionamento diplomático com a China.;Não;
